Mean,Max
0.0521403110076258,0.0823990183364783
0.0838884567629009,0.159271485409487
0.0678884233677487,0.125211302686066
0.111314277883429,0.240638447715514
0.12779423889132,0.297473828507211
0.0895284434432792,0.200437526317952
0.104795725003584,0.138845227051838
0.0406548127517627,0.101692477338983
0.0680143279319197,0.144503952694355
0.0596425581748416,0.10995139124327
0.0986606033604809,0.178675234577907
0.0708531378415222,0.133214408356782
0.113757428162898,0.226105760299769
0.0917428106814361,0.184372119631251
0.0661873463438324,0.130792754924607
0.0675525429069357,0.154988742095311
0.0533583360373601,0.0964302139344069
0.0927388440399357,0.205931200804672
0.0457470146715246,0.100719151290014
0.111920636571611,0.167007780889478
0.0766635524044374,0.156796388401651
0.0739717083965171,0.131854602583846
0.0782542762039227,0.158388354255649
0.0482235457404535,0.110761812194227
0.11508807107954,0.300866070472157
0.0837061068947691,0.179087602027556
0.09536619966239,0.146911248087546
0.019039525422552,0.037158391560448
0.0824649582154146,0.12815990907794
0.175390047540922,0.268438998727723
0.137931511727054,0.309149794735307
0.138016408116547,0.278060330567857
0.124718362235082,0.256926162891934
0.0756515507482402,0.138405560251942
0.0815728734646596,0.145592213622088
0.338057775035684,0.533403755830535
0.219403730163724,0.399608815888316
0.106431278397473,0.150521646857566
0.0393402130082841,0.0777996325633321
0.0427605891387798,0.103943502235929
0.0720433859743999,0.172843957797419
0.0858174333078254,0.175193646391757
0.0743275218878561,0.153753022164689
0.0703333481145061,0.123689366376736
0.0721381015639806,0.150810479153255
0.057576568792764,0.107246955735266
0.0754700509774404,0.139959734796411
0.11629824570836,0.173262901348485
0.057853142572478,0.133354665278254
0.0648602643976427,0.148328449738324
0.110066644721503,0.188588678245336
0.0433080539293192,0.0965801545579623
0.0591008782712492,0.122082079737396
0.133268480562246,0.269288391098958
0.0897829691115414,0.199899942464361
0.138581671479684,0.296109828982856
0.150746820745855,0.234297976314098
0.18260794266212,0.307213091215542
0.0728444657591074,0.156777100362343
0.0986638916662325,0.162994440870464
0.0768443265536437,0.152310465672882
0.144299189912678,0.167061832366326
0.0668532637513341,0.156243893880214
0.11851020895953,0.164362333591549
0.0756844342586748,0.146458555610306
0.0663824868118979,0.126599907871297
0.121767094027906,0.230326662653925
0.0954474521959657,0.147364908808104
0.0439422612262261,0.0879618050392598
0.0381190493004244,0.100524967698649
0.126615344110863,0.170500343483069
0.141393712262151,0.221396031736655
0.0423074351379223,0.0825798650582282
0.164358215057264,0.224169629999383
0.0526099999761723,0.098098648511555
0.0369967259633892,0.066857249379917
0.107678254324707,0.223610648739785
0.151121183132618,0.258888607714711
0.0987902628145181,0.137324016541665
0,0
