"LogTime","Machine","User","platform","BrainVolume","CSF.Volume","Cortex.Volume","WhiteMatter.Volume","DeepGray.Volume","BrainStem.Volume","Cerebellum.Volume","Cortex.MeanThickness","WhiteMatter.MeanFA","Cortex.MeanCBF","DeepGrey.MeanCBF","PCASL.MeanMotion","Cortex.MeanBOLD","DeepGrey.MeanBOLD","BOLD.MeanMotion"
"2014-10-10 15:35:50","jeffreys-imac.uphs.upenn.edu","jtduda","x86_64-apple-darwin13.1.0",1463191,217982,593466,424449,45714,20263,161317,3.25929093295781,0.399259497738751,84.7677593501574,83.8861427972529,0.0931844946254828,592.89430977675,701.679973470616,0.188743999028576
"2014-10-15 04:52:45","brians-mbp-2","stnava","x86_64-apple-darwin10.8.0",1463333,221698,593085,421040,45794,20513,161203,3.20274331077208,0.400374149514751,83.7020204675933,84.1230994203713,0.0927971345747052,591.388138918971,702.62845120828,0.188273625792854
