Mean,Max
0.135631084715258,0.353182271185522
0.171491885401221,0.334922754731365
0.298331152403497,0.509181558949472
0.300568404261266,0.552614624190458
0.410593579221253,0.5336926261442
0.23997490502125,0.461308604368928
0.120370186211438,0.284143572034567
0.111638247838322,0.268203724832153
0.208012813921753,0.423573279249733
0.323412349186626,0.658501165164622
0.277722654155938,0.587990365300908
0.267706171871377,0.514361994192413
0.207691480652684,0.448461974935853
0.247193371000849,0.566855669155522
0.317507564707345,0.647576032178864
0.369871160453592,0.547480849934235
0.451586617416715,0.64757609496089
0.178958740156921,0.259723187012795
0.188345445416221,0.395739365255888
0.223365244888924,0.485938849317023
0.196808717626011,0.367168784708572
0.285421239193,0.348369727114777
0.331189530307127,0.613212228853649
0.323483691588307,0.698564598194719
0.310627819162697,0.44362173928332
0.322097876400449,0.513052310570428
0.354061508642729,0.698777177977903
0.434489977449858,0.660646829965318
0.336404540068984,0.574016286693879
0.153979787117073,0.33069940668663
0.174349978435226,0.332396038869937
0.186381406252435,0.387965787734988
0.257284522842366,0.534035155895522
0.226066228902229,0.477834308907396
0.180714692749178,0.448332972158085
0.125356438786498,0.312648144515529
0.148313001644006,0.406163004779038
0.190839062996021,0.490632022389302
0.193591909066244,0.478561752555688
0.175941206061419,0.437782241763388
0.160139815422235,0.419012942898896
0.189480033310522,0.504724176652064
0.195097453724654,0.463765490785354
0.389864656368818,0.57639804279563
0.288978134535191,0.345445987129312
0.318404990990568,0.40709506281132
0.519174241707218,0.735580390365634
0.499932894670014,0.67048378780655
0.512756899474534,0.800028167888483
0.145889021594275,0.303452071100762
0.449609212443152,0.585931172542052
0.529433953415662,0.567134038638936
0,0
